t_s
106740.0
349397.0
387837.0
426998.0
460480.0
493196.0
497450.0
498962.0
512966.0
514447.0
531075.0
671347.0
806853.0
816923.0
830016.0
839919.0
866339.0
870862.0
875145.0
876974.0
877920.0
952072.0
958732.0
960167.0
991303.0
1008775.0
1033778.0
1076223.0
1082017.0
1085523.0
1092850.0
1101999.0
1103622.0
1108961.0
1117286.0
1119921.0
1123873.0
1127402.0
1128382.0
1129309.0
1131361.0
1132023.0
1132619.0
1132918.0
1138213.0
1139633.0
1145770.0
1146402.0
1147478.0
1148147.0
1148542.0
1149106.0
1149393.0
1150176.0
1150690.0
1154718.0
1155153.0
1157114.0
1159041.0
1159462.0
1163277.0
1164092.0
1165921.0
1166186.0
1166855.0
1167653.0
1173937.0
1176021.0
1178348.0
1180602.0
1182024.0
1182593.0
1183169.0
1184277.0
1185681.0
1187795.0
1188316.0
1189936.0
1191506.0
1197292.0
1209473.0
1209982.0
1211435.0
1213551.0
1216479.0
1216636.0
1217665.0
1218345.0
1218937.0
1219401.0
1219602.0
1219771.0
1220349.0
1220640.0
1220960.0
1221273.0
1221877.0
1222925.0
1224511.0
1225028.0
1225506.0
1226356.0
1227249.0
1227469.0
1228493.0
1228981.0
1229325.0
1229509.0
1231148.0
1233557.0
1243676.0
1243852.0
1245452.0
1247971.0
1249383.0
1252586.0
1255198.0
1256373.0
1257484.0
1258545.0
1258905.0
1259365.0
1260271.0
1261063.0
1261407.0
1262251.0
1263629.0
1264410.0
1267270.0
1270082.0
1270986.0
1272590.0
1273013.0
1276547.0
1277222.0
1278499.0
1279200.0
1279619.0
1280106.0
1280937.0
1281577.0
1282509.0
1283547.0
1284471.0
1285870.0
1287449.0
1287694.0
1287901.0
1288809.0
1289193.0
1291341.0
1292101.0
1292989.0
1293113.0
1293371.0
1293558.0
1293682.0
1294213.0
1294774.0
1296595.0
1297336.0
1297732.0
1297906.0
1298126.0
1298386.0
1298738.0
1300123.0
1300912.0
1302806.0
1303072.0
1303203.0
1303524.0
1303678.0
1306896.0
1308059.0
1308513.0
1309183.0
1309461.0
1310261.0
1310723.0
1311059.0
1311494.0
1311728.0
1312207.0
1312641.0
1312958.0
1313417.0
1313677.0
1314319.0
1315039.0
1315928.0
1316342.0
1316861.0
1317398.0
1318442.0
1319235.0
1319455.0
1319632.0
1319813.0
1319958.0
1320345.0
1320499.0
1321081.0
1321607.0
1321751.0
1322445.0
1323545.0
1324248.0
1324798.0
1325097.0
1325464.0
1326064.0
1326457.0
1327027.0
1329315.0
1330082.0
1330450.0
1330659.0
1330952.0
1331730.0
1332356.0
1333338.0
1334043.0
1335478.0
1337055.0
1337496.0
1337671.0
1338200.0
1338489.0
1338789.0
1339071.0
1339435.0
1340408.0
1340922.0
1341230.0
1341808.0
1341969.0
1342347.0
1343128.0
1343836.0
1344225.0
1344416.0
1344603.0
1344868.0
1345251.0
1345846.0
1346407.0
1346873.0
1347536.0
1347845.0
1347969.0
1348163.0
1348517.0
1348902.0
1349524.0
1350087.0
1350416.0
1350692.0
1351154.0
1352079.0
1352417.0
1353236.0
1354080.0
1355046.0
1356036.0
1356844.0
1357737.0
1359776.0
1360997.0
1363703.0
1365476.0
1366865.0
1368046.0
1369000.0
1369876.0
1370511.0
1370687.0
1371628.0
1372772.0
1373334.0
1374376.0
1376899.0
1377243.0
1377617.0
1377828.0
1378060.0
1378660.0
1381662.0
1383233.0
1385233.0
1385598.0
1385873.0
1386273.0
1386422.0
1386980.0
1388243.0
1392949.0
1399664.0
1400895.0
1401471.0
1401875.0
1402283.0
1402481.0
1403507.0
1408740.0
1412770.0
1413003.0
1413375.0
1413547.0
1414023.0
1414448.0
1415073.0
1415627.0
1416343.0
1417189.0
1417575.0
1417961.0
1418550.0
1419150.0
1420409.0
1421082.0
1421252.0
1421424.0
1422131.0
1423060.0
1423508.0
1423813.0
1424197.0
1424523.0
1425017.0
1425524.0
1426159.0
1427641.0
1427984.0
1428906.0
1429282.0
1430158.0
1430429.0
1431182.0
1431541.0
1431859.0
1432000.0
1432552.0
1434151.0
1434507.0
1434761.0
1435085.0
1436041.0
1436299.0
1437447.0
1437798.0
1438021.0
1439038.0
1440087.0
1440843.0
1442169.0
1442540.0
1443775.0
1444175.0
1444795.0
1445352.0
1445586.0
1445765.0
1445983.0
1446776.0
1447228.0
1447413.0
1447587.0
1447785.0
1448218.0
1448602.0
1449409.0
1449745.0
1449934.0
1450236.0
1450451.0
1450654.0
1450865.0
1451670.0
1452015.0
1452820.0
1455092.0
1455243.0
1455613.0
1455799.0
1456124.0
1456374.0
1457102.0
1459182.0
1459433.0
1460825.0
1461574.0
1462227.0
1463100.0
1463241.0
1463489.0
1464800.0
1465520.0
1466333.0
1466619.0
1468007.0
1468794.0
1468925.0
1469301.0
1470094.0
1471478.0
1471785.0
1471975.0
1472397.0
1472944.0
1473104.0
1473428.0
1473749.0
1474366.0
1474529.0
1474918.0
1475443.0
1475841.0
1478723.0
1480295.0
1480450.0
1480813.0
1481102.0
1481258.0
1481460.0
1481686.0
1481916.0
1482774.0
1484700.0
1485061.0
1485573.0
1486050.0
1486401.0
1487069.0
1488529.0
1488720.0
1489412.0
1490023.0
1490944.0
1491976.0
1494685.0
1498458.0
1499726.0
1500283.0
1500478.0
1500973.0
1501244.0
1501529.0
1502171.0
1502599.0
1502780.0
1503001.0
1503191.0
1504312.0
1506543.0
1507327.0
1507755.0
1508247.0
1508861.0
1509088.0
1509389.0
1509621.0
1509866.0
1510326.0
1511305.0
1512067.0
1512399.0
1512729.0
1513177.0
1513917.0
1514248.0
1515563.0
1515859.0
1516081.0
1516248.0
1516411.0
1516631.0
1517159.0
1517388.0
1517680.0
1517860.0
1518404.0
1518874.0
1519578.0
1519795.0
1520345.0
1521135.0
1521517.0
1522131.0
1522954.0
1523488.0
1524175.0
1524464.0
1525599.0
1527029.0
1527784.0
1528148.0
1528397.0
1528595.0
1529049.0
1529510.0
1530435.0
1531119.0
1532457.0
1533222.0
1533700.0
1533854.0
1534165.0
1535097.0
1535257.0
1535398.0
1535663.0
1536352.0
1536681.0
1536848.0
1537049.0
1537449.0
1537916.0
1538671.0
1539063.0
1539390.0
1539794.0
1540336.0
1540730.0
1541036.0
1541238.0
1541466.0
1541801.0
1542209.0
1542486.0
1542910.0
1543217.0
1543394.0
1544149.0
1545182.0
1546391.0
1546937.0
1547928.0
1548771.0
1548940.0
1549102.0
1549305.0
1550233.0
1550826.0
1551243.0
1551502.0
1551962.0
1552441.0
1553233.0
1553765.0
1554274.0
1554848.0
1555609.0
1555902.0
1556291.0
1556668.0
1557388.0
1557773.0
1558451.0
1558765.0
1559070.0
1560354.0
1560612.0
1560925.0
1561193.0
1561517.0
1562068.0
1563356.0
1564007.0
1564178.0
1564578.0
1564801.0
1564958.0
1565552.0
1565922.0
1566526.0
1567192.0
1567476.0
1568077.0
1570453.0
1570781.0
1571180.0
1571359.0
1572113.0
1576144.0
1577062.0
1577368.0
1577644.0
1577982.0
1578513.0
1580281.0
1582975.0
1585525.0
1586043.0
1587276.0
1587502.0
1587741.0
1587968.0
1588102.0
1588303.0
1588612.0
1588789.0
1589199.0
1589413.0
1590036.0
1591886.0
1593478.0
1594466.0
1594647.0
1594826.0
1595087.0
1595372.0
1595525.0
1596547.0
1597166.0
1597311.0
1597532.0
1597803.0
1598286.0
1598934.0
1599659.0
1599925.0
1600255.0
1601083.0
1602440.0
1603225.0
1603371.0
1603686.0
1604015.0
1604621.0
1604793.0
1605052.0
1605714.0
1606651.0
1607327.0
1607643.0
1608187.0
1608748.0
1609315.0
1609577.0
1610516.0
1610970.0
1611311.0
1611634.0
1612111.0
1612324.0
1612549.0
1612885.0
1613309.0
1614379.0
1614608.0
1614975.0
1615149.0
1615755.0
1616273.0
1616595.0
1617090.0
1617227.0
1617605.0
1618078.0
1618252.0
1618407.0
1618773.0
1619061.0
1619229.0
1619877.0
1621442.0
1621767.0
1621915.0
1622458.0
1622725.0
1623229.0
1623371.0
1624063.0
1624500.0
1624691.0
1625625.0
1626103.0
1626905.0
1627498.0
1628395.0
1628895.0
1629376.0
1629892.0
1630418.0
1630660.0
1630943.0
1631328.0
1631925.0
1632186.0
1632463.0
1632726.0
1633196.0
1633781.0
1634290.0
1634813.0
1635215.0
1635580.0
1635849.0
1636493.0
1636763.0
1637060.0
1637414.0
1637733.0
1637907.0
1638505.0
1638715.0
1638867.0
1639514.0
1639741.0
1639930.0
1640395.0
1640752.0
1641251.0
1641796.0
1642077.0
1642794.0
1642937.0
1643464.0
1643824.0
1644311.0
1644510.0
1645194.0
1645989.0
1646241.0
1646472.0
1647061.0
1647397.0
1647790.0
1648233.0
1648418.0
1648943.0
1649176.0
1649429.0
1649666.0
1649873.0
1650208.0
1650668.0
1650983.0
1651330.0
1651523.0
1651850.0
1652152.0
1652585.0
1652949.0
1653165.0
1653446.0
1654240.0
1655137.0
1655608.0
1656017.0
