# file: data/zenodo_5790768/Schizophyllum commune.txt
# species: Schizophyllum_commune
# channel: diff_1
# timestamp: 2025-08-30T14:41:07
# fs_hz: 1.0
# taus: 5.5,24.5,104.0
time_s,tau_5.5,tau_24.5,tau_104,tau_5.5_norm,tau_24.5_norm,tau_104_norm
0.0,8947.763502542382,79824.907097225,842770.7963288141,0.009605309703952203,0.08569101703908459,0.9047036732569632
64.3291015625,26107.051434955298,112798.80143022288,900918.2883930289,0.025107179569196447,0.10847872919524082,0.8664140912355627
257.31640625,31352.45676255037,155446.4741335118,961870.1805547202,0.027294593760732237,0.13532746078388153,0.8373779454553861
578.9619140625,228082.23839052144,205253.8887759885,1025381.0423564229,0.15635809542511572,0.1407084889822171,0.7029334155926672
1029.265625,384487.35413892264,257128.62650454536,1091113.3311201057,0.2218969527026648,0.1483951502169947,0.6297078970803405
1608.2275390625002,195995.91658916514,307015.77763468283,1158628.0936917416,0.11795331215258649,0.18476674660024395,0.6972799412471696
2315.84765625,477385.22532434773,360120.8947709159,1227377.8104862904,0.23119228071569956,0.17440248792555205,0.5944052313587483
3152.1259765624995,484905.72490579105,440905.92378678,1296702.4754064525,0.2181789171316808,0.19838160712050237,0.5834394757478167
4117.0625,189691.2609550181,594762.1983162846,1365830.1291340862,0.088216857524216,0.27659709701702617,0.6351860454587578
5210.657226562501,218311.05557629938,869512.2483565477,1433883.1155335924,0.08657274847342902,0.34481105399276624,0.5686161975338047
6432.910156250001,1025913.8051628129,1279483.237564099,1499891.277846072,0.2696021217673028,0.3362381848036786,0.39415969342901847
7783.8212890625,1535119.076163557,1775149.9224837339,1562813.1213357346,0.3150201532349519,0.36427662796905985,0.3207032187959883
9263.390625,2576134.013993457,2244028.3320881813,1621565.6187417288,0.39991350582655266,0.3483581337712874,0.25172836040215996
10871.618164062502,3130119.2069215863,2551326.8502877713,1675062.8165144867,0.42548976160442376,0.34681217600384634,0.22769806239172993
12608.503906249998,3653263.179410542,2605354.34091666,1722262.7278193478,0.4577519102932239,0.3264494967859865,0.21579859292078962
14474.0478515625,2684366.1573955286,2412059.5039090104,1762221.213509454,0.3913842200059803,0.3516815412623829,0.25693423873163695
16468.25,1467469.0174600438,2080702.636505739,1794150.7217370507,0.274687470028797,0.38947530496641036,0.33583722500479257
18591.1103515625,891666.3216700803,1773342.0661690652,1817480.9680266308,0.19892212805887594,0.3956154550257823,0.4054624169153417
20842.628906250004,891136.7567280465,1630720.8608205793,1831917.987059769,0.2046813702995611,0.37455326340073425,0.42076536629970457
23222.805664062504,667377.8920626073,1713445.1305165489,1837497.5658996983,0.15820938168743282,0.4061913016275571,0.43559931668500995
25731.640625000004,970626.1714207605,1977216.0427793765,1834628.9454664763,0.20295494505155007,0.413429789071056,0.38361526587739386
28369.133789062496,3151400.6934844875,2292109.274308111,1824124.8889842553,0.4336212200515137,0.3153858606656314,0.25099291928285483
31135.28515625,3324857.0149981943,2507082.958214134,1807214.7600979318,0.43523886229195946,0.32818852945628774,0.23657260825175289
