# file: data/zenodo_5790768/Schizophyllum commune.txt
# species: Schizophyllum_commune
# channel: diff_1
# timestamp: 2025-08-30T14:41:07
# fs_hz: 1.0
# taus: 5.5,24.5,104.0
time_s,tau_5.5,tau_24.5,tau_104,tau_5.5_norm,tau_24.5_norm,tau_104_norm
34030.0947265625,2591462.285876506,2525979.7028397834,1785538.089753159,0.3754121055570384,0.3659259731486654,0.2586619212942962
37053.5625,2458943.1313021113,2342110.9152475665,1761117.1720872577,0.3747148694198308,0.3569109730931494,0.2683741574870198
40205.6884765625,1853869.6187837052,2018527.8772715637,1736308.4324581625,0.33053428766144405,0.3598919078659144,0.3095738044726416
43486.47265625001,1646657.7012146711,1650087.4023627327,1713733.5695925013,0.3286427921611938,0.32932729784853,0.3420299099902762
46895.91503906251,676762.3926439681,1336720.0735546884,1696192.7095741162,0.18243171182851337,0.36033345514576826,0.4572348330257184
50434.01562499999,337661.33092172054,1160341.9658683639,1686562.954071976,0.10603055622734048,0.3643642098996245,0.5296052338730352
54100.7744140625,488440.36074720946,1151105.5902657516,1687686.701866962,0.1468007836255257,0.34596486340364546,0.5072343529708288
57896.19140625,795071.0628798229,1257250.0859184982,1702254.9224558044,0.21176054174719347,0.3348580670782745,0.453381391174532
61820.2666015625,1654766.1344719431,1356561.4898352488,1732691.1190218353,0.348811044812766,0.2859519667250106,0.3652369884622233
65873.0,3359327.8286278057,1329068.87323418,1781041.994074209,0.5192610961346588,0.2054380504554499,0.27530085340989136
70054.39160156249,1098662.7380840646,1149866.1310838345,1848880.7874075503,0.2681359273708331,0.2806324550044807,0.45123161762468633
74364.44140625,116658.764498444,920072.9212813802,1937228.8637394458,0.039226735713525675,0.3093763034045985,0.6513969608818758
78803.14941406249,60270.772577920994,799790.3683350463,2046500.3717776395,0.02073610770484891,0.2751671914882956,0.7040967008068555
83370.51562500001,151892.45598507876,899068.2069412351,2176473.6841587103,0.0470629111703747,0.2785705641861504,0.6743665246434749
88066.5400390625,591426.2383352603,1215081.9280208352,2326291.8929877393,0.14310545631117735,0.29400936666985866,0.562885177018964
92891.22265625001,2151450.4140214524,1654869.79846834,2494492.945227139,0.3414559930866161,0.26264384565054677,0.3959001612628371
97844.5634765625,2968483.335997725,2115230.0013706395,2679068.1565818666,0.3823994451358902,0.272483516767682,0.3451170380964278
102926.56250000001,1675191.1589799407,2552293.1365626627,2877545.974065165,0.23577537257591716,0.3592234008460546,0.4050012265780283
108137.2197265625,2475977.1485658134,2987424.7257182878,3087096.1223645434,0.2895711044592103,0.3493860506007024,0.36104284494008726
113476.53515624999,2948529.4725060803,3457652.551014113,3304647.8341649226,0.3036331102199906,0.35606149028321604,0.3403053994967934
118944.50878906251,3428845.6217966015,3963650.5815228857,3527014.8875072654,0.31401091067869336,0.3629879166341672,0.32300117268713935
124541.140625,4167696.21952806,4452503.497662307,3751019.7795046517,0.3368864500901842,0.35990821267473244,0.3032053372350834
130266.43066406251,4598245.136841733,4837091.32295498,3973609.6246061786,0.342923680048975,0.36073613037950986,0.29634018957151514
136120.37890625,5983874.523680165,5039233.469309949,4191957.271434043,0.39328615551006885,0.33120025328400515,0.2755135912059261
142102.98535156253,4695583.581472138,5032498.355734611,4403542.596273599,0.3322748612763847,0.3561160533109071,0.3116090854127081
148214.25,4409442.440980451,4852707.128568888,4606210.788525898,0.31794980279791557,0.3499121023159212,0.33213809488616325
154454.17285156247,3557628.8368415344,4572327.8043061895,4798206.47502902,0.2751844020586302,0.3536718838722672,0.3711437140691026
160822.75390625,5065246.322554457,4274353.899580368,4978184.498221623,0.3537730467027413,0.2985345836009997,0.34769236969625905
167319.9931640625,2292618.5888812207,4047957.3520883527,5145199.850046105,0.19960502717409273,0.3524322105655865,0.4479627622603209
173945.89062500003,2907503.679690376,3985043.157537885,5298680.506800669,0.2384914658419872,0.3268779299312875,0.4346306042267253
180700.4462890625,3044883.1940438556,4159896.6640765,5438387.6248275265,0.2408323071058385,0.32902329813213693,0.4301443947620246
187583.66015625003,3750358.634996778,4604273.058076192,5564367.740767639,0.2694416831341129,0.33079051981869034,0.3997677970471968
194595.5322265625,4071064.551697527,5282482.639752353,5676901.342641965,0.2708544952909155,0.351452095908562,0.37769340880052243
201736.06249999997,4065262.183987145,6062488.962681955,5776451.557573905,0.2556093040050724,0.3811878580411059,0.36320283795382174
209005.2509765625,8470707.080405405,6722888.062152844,5863615.87792292,0.40227108291627145,0.3192677347258318,0.27846118235789674
216403.09765625,8983188.55110202,7047178.295880583,5939082.954545659,0.4088945618691426,0.3207717243510741,0.2703337137797834
223929.60253906253,6426423.455864972,6955768.256982101,6003595.634657114,0.3315018028758238,0.3588076219085122,0.30969057521566407
231584.765625,5944749.229826904,6544043.620313778,6057920.689314357,0.32052844387661683,0.35284114387125337,0.32663041225212985
239368.58691406253,5359363.013447076,5989418.748826503,6102825.103405641,0.30709854139488657,0.3432015627515337,0.3496998958535798
247281.06640625,3983921.509022859,5436553.581399203,6139058.399863941,0.25604376323429406,0.34940337927183396,0.39455285749387187
255322.20410156253,3083354.113044833,4955855.701970336,6167340.227497946,0.21703750057669827,0.34884301164884746,0.43411948777445436
