time_s,tau_5.5,tau_24.5,tau_104,tau_5.5_norm,tau_24.5_norm,tau_104_norm
0.0,2191.0745414162834,47295.934226038684,759095.9079088247,0.002709771003353378,0.05849237381918848,0.9387978551774581
1053.0136718750002,197705.72933102562,254089.07121905487,1064369.5416855216,0.1303986143345821,0.1675867609736802,0.7020146246917378
4212.054687500001,543664.5979860971,784251.06463745,1654871.5149042755,0.18226731095065732,0.26292558535384636,0.5548071036954964
9477.123046875002,2893378.457190075,1978124.2281249363,2950813.2428244487,0.369887701260139,0.2528821702290199,0.37723012851084126
16848.218750000004,250365.93147874606,1046063.6265793284,5961295.325967631,0.03449647589009648,0.1441310663182784,0.821372457791625
26325.341796875007,429915.4258365247,1113651.240144659,12980864.964580702,0.02959946638682296,0.07667434213407337,0.8937261914791037
37908.49218750001,11670588.692431597,8972213.695535671,28792324.001105748,0.23607886830468847,0.1814947053016711,0.5824264263936405
51597.66992187501,2452503.6768121636,12763292.082232015,62003495.36952213,0.031760245930370766,0.16528631506059493,0.8029534390090343
67392.87500000001,27448813.00788132,24940512.149681084,124965328.68074328,0.15476793201551067,0.14062507867664617,0.7046069893078432
85294.10742187501,17691446.89258295,29504451.44800189,229827708.71380803,0.06386259669598944,0.10650518835461112,0.8296322149493994
105301.36718750003,107855507.09985764,165508793.02844745,379810170.78180856,0.16512511113542916,0.25339139908182956,0.5814834897827414
127414.65429687503,364254430.4373292,381131401.4478598,559799292.0387812,0.27908257898482436,0.29201328950333755,0.42890413151183804
151633.96875000003,499468130.52191836,784211087.6155353,735464268.5706058,0.2473663381576877,0.38838799361113535,0.36424566823117704
177959.31054687503,788075835.4163431,1240662069.3148043,867317070.9917871,0.27212046802378737,0.42839727826820734,0.29948225370800535
206390.67968750003,1229642202.6766024,1162601627.1136444,932808553.9162656,0.36981137761982924,0.34964911614946215,0.2805395062307086
236928.07617187506,421173759.6066389,573246814.4451635,938370035.8891754,0.21790966773141576,0.29659023150090164,0.4855001007676826
269571.50000000006,764309969.8038641,621076026.6411648,911192382.4583691,0.3328037818455895,0.27043537130995926,0.39676084684445123
304320.9511718751,957169544.3589969,760982065.487868,881737369.9150978,0.36815785281978936,0.2926979080304964,0.33914423914971437
341176.42968750006,589791578.3467466,703551461.1987348,875996775.3057835,0.2718760676907523,0.3243159307648497,0.40380800154439794
380137.935546875,625838704.5442394,595762501.8665721,921377537.9401613,0.2920414895359974,0.2780067247223239,0.42995178574167886
421205.4687500001,400693289.8859455,446430894.3032835,1052412276.4931899,0.2109426684771264,0.23502096619029927,0.5540363653325744
464379.0292968752,551488366.082317,626775737.6427013,1301779170.1791239,0.22237046098560653,0.25272774238975926,0.5249017966246341
509658.6171875001,971719613.3757102,982436441.4623804,1674927218.8596811,0.26775897384840075,0.2707120138528398,0.4615290122987594
557044.232421875,1225346355.9404562,1185494652.7577946,2122813192.9937875,0.2702778600721545,0.261487665361718,0.46823447456612743
606535.8750000001,2018878916.8583822,2725220120.8650036,2539684517.548819,0.2771744796558461,0.37414897081784004,0.3486765495263138
658133.5449218752,4226891286.9317565,4155852861.771978,2804846092.833257,0.3778196372654288,0.37146988511808704,0.25071047761648424
711837.2421875001,2825533990.100883,2962066824.196447,2848925098.6640806,0.32716094626201675,0.3429697142170413,0.32986933952094194
767646.9667968751,1786275656.1563592,2152005736.439759,2690941615.8835096,0.26945475418031395,0.32462412769747934,0.4059211181222067
825562.7187500001,1863354928.9917107,2024090490.324173,2413830957.458698,0.29571071281045785,0.3212191259828916,0.3830701612066505
885584.4980468753,1673818065.9714568,1729338368.114468,2107029459.6294472,0.30376798501127256,0.3138439249548478,0.38238809003387964
947712.3046875002,336650908.0902476,883083965.7920488,1827991799.1919122,0.11045967837748111,0.2897516938096328,0.5997886278128862
1011946.1386718751,431861832.41308564,970130147.924798,1599020144.5378513,0.14390539406133457,0.32326765356370185,0.5328269523749635
