# file: data/zenodo_5790768/Schizophyllum commune.txt
# species: Schizophyllum_commune
# channel: diff_1
# timestamp: 2025-08-22T00:38:41
# fs_hz: 1.0
# taus: 5.5,24.5,104.0
time_s,tau_5.5,tau_24.5,tau_104,tau_5.5_norm,tau_24.5_norm,tau_104_norm
0.0,8538.829836171839,75955.35968351946,804379.1977327212,0.00960635109412616,0.0854512698577964,0.9049423790480775
1029.265625,365895.65768052044,245218.5979072564,1041824.3289862181,0.2213607094027763,0.1483531210389499,0.6302861695582739
4117.0625,179447.9739780894,565589.4984849477,1304600.2761917233,0.08755106803427413,0.2759460782063373,0.6365028537593885
9263.390625,2450634.1663745865,2138194.3455911065,1549188.2467863741,0.39925504649042864,0.3483526405401714,0.25239231296940007
16468.25,1388000.2808040944,1983104.9219458927,1713830.2796729528,0.2729632038797709,0.38999608329365776,0.3370407128265713
25731.640625000004,861005.0270916247,1859621.892591149,1751210.4279962557,0.19253943293319983,0.4158518631175906,0.3916087039492096
37053.5625,2422970.696987982,2251949.1502202894,1678469.7391727625,0.38136661762121454,0.3544484592991922,0.26418492307959335
50434.01562499999,323320.8124024427,1106452.7060412548,1603682.1101397872,0.10658498161498473,0.3647499227005106,0.5286650956845047
65873.0,3164505.968981859,1258423.9385488196,1687950.6562216273,0.5178477857598212,0.20593168618175398,0.2762205280584249
83370.51562500001,138500.51651685406,856760.5797468598,2051345.239483537,0.04546058835753179,0.28121801287356657,0.6733213987689016
102926.56250000001,1611735.4150589893,2442293.121162056,2688841.3618684458,0.23902810515677525,0.36220380313937983,0.398768091703845
124541.140625,3900713.9672002173,4245697.619235007,3470024.162444939,0.3357926692424783,0.36549056104789257,0.2987167697096291
148214.25,4264857.524577057,4683929.773538577,4226953.165425679,0.32369015892339226,0.3554965116761,0.32081332940050783
173945.89062500003,2712640.195110492,3827587.98630539,4849522.707748774,0.238165015328921,0.3360554610502207,0.4257795236208583
201736.06249999997,3779462.169535396,5613733.078101103,5313204.010339234,0.2569943942930611,0.3817204320123842,0.36128517369455476
231584.765625,5842362.593972146,6876507.651457313,5646685.541030948,0.3181152077237595,0.37442415200561824,0.30746064027062225
