time_s,tau_5.5,tau_24.5,tau_104,tau_5.5_norm,tau_24.5_norm,tau_104_norm
0.0,1213.3175934591536,1267015.0746075113,22098857.404872503,5.1924215282810804e-05,0.05422221177303137,0.9457258640116859
1854.3457031250002,5580490.205463948,6251084.745183629,39439312.78908927,0.10884325299362546,0.12192269376952498,0.7692340532368496
7417.382812500001,2600807.226613914,17348683.44601609,68675489.16924465,0.029346209514002637,0.19575387748431358,0.7748999130016837
16689.111328125004,61073523.00842746,99854081.98109153,110614534.65366884,0.2249136104203914,0.3677295984789025,0.40735679110070616
29669.531250000004,102422715.20949285,128032282.50731134,156469434.917065,0.26470986727894563,0.3308973838528907,0.40439274886816373
46358.642578125,175665043.00488427,242223627.30927932,185782044.33161795,0.29099480684260126,0.4012512474642901,0.30775394569310865
66756.44531250001,248699912.25169358,307115222.6429224,179114873.2526933,0.3383994523215117,0.4178836341397074,0.24371691353878086
90862.93945312501,82115605.54880482,104883390.18180962,138033150.68084207,0.2526384127090467,0.3226862060869459,0.42467538120400755
118678.12500000001,30888204.016456783,48651523.57818782,86605253.25929594,0.18591114734673125,0.2928257196102589,0.5212631330430099
150202.00195312503,7008059.491989304,5716884.303303869,50522599.57430335,0.11080366317212757,0.09038903329250904,0.7988073035353633
185434.5703125,7940954.592878451,10068113.0095345,40919202.65968523,0.13475628179071056,0.1708537000111162,0.6943900181981734
224375.830078125,37544594.66188059,42951024.516927056,58399877.37069379,0.2703082216096182,0.30923266472948313,0.4204591136608988
267025.78125000006,43236975.896977924,48030988.85962033,106716749.16583338,0.21838542501780073,0.24259948108134435,0.5390150939008549
313384.42382812506,58007031.38443359,82669916.16118251,201571101.5170436,0.1694882747857929,0.2415497075515749,0.5889620176626322
363451.75781250006,210316364.3269478,210892664.20858875,368448306.6533781,0.2663387712046422,0.2670685812829632,0.46659264751239465
417227.78320312506,298978107.8236618,339770081.14655703,630258209.0696176,0.23560015795466174,0.2677449709247967,0.4966548711205416
474712.50000000006,654337896.152632,765747990.2418768,995070088.5702971,0.27092987075593206,0.31705943557249355,0.41201069367157434
535905.9082031251,1141018740.5600345,1264099896.889441,1464935031.455684,0.2948327951438538,0.32663627045954013,0.37853093439660623
600808.0078125001,1216849378.2507992,1499816319.9942844,2055614978.3230636,0.2549827767309492,0.31427663661074423,0.43074058665830645
669418.798828125,1501421655.1011946,1732853148.2956915,2763052617.414911,0.25034845519539145,0.2889375594673024,0.4607139853373063
741738.28125,3861659743.6085787,3703614295.494731,3484069382.4156513,0.3494922364425626,0.3351886310531194,0.315319132504318
817766.455078125,3472418103.0283246,4032828932.019736,4032780944.0039797,0.30095421066170935,0.3495249742279678,0.3495208151103228
897503.3203125,3634228020.2750845,4130164481.052599,4279534779.3522167,0.30174775516163077,0.3429250596421273,0.35532718519624185
980948.876953125,3221028581.393971,3798683116.7747006,4228509866.0646234,0.28635892020798076,0.33771410841102395,0.37592697138099523
1068103.1250000002,2753589613.206825,3158332426.8192253,3956740882.4378805,0.2790235754165702,0.32003650865710964,0.40093991592632
1158966.0644531252,5063393312.304179,3853837079.985736,3546535135.218695,0.40624908268121956,0.3092032717945459,0.2845476455242346
1253537.6953125002,1934496953.017962,1994710825.492382,3091533973.4429755,0.2755402522076451,0.28411682069596295,0.44034292709639195
1351818.0175781252,1690393139.9476027,2010188746.038397,2690813989.1515617,0.264479492895004,0.31451482357054467,0.4210056835344513
1453807.0312500002,1489183708.2184772,2056032613.8797383,2387311888.218164,0.2510200803813893,0.34656937834773327,0.4024105412708774
1559504.7363281252,1923431139.269885,1913640064.4139216,2156010662.8575096,0.3209419097056189,0.3193081801697976,0.3597499101245835
1668911.1328125002,1675597044.4982414,1710608057.5068922,1962615375.1480765,0.3132647752257411,0.3198103329161133,0.36692489185814564
1782026.2207031252,1016691586.9576957,1124944156.1173851,1795076989.8852239,0.25825902368882536,0.28575723768176925,0.4559837386294054
