# file: data/zenodo_5790768/Schizophyllum commune.txt
# species: Schizophyllum_commune
# channel: diff_1
# timestamp: 2025-08-30T13:20:06
# fs_hz: 1.0
# taus: 5.5,24.5,104.0
time_s,tau_5.5,tau_24.5,tau_104,tau_5.5_norm,tau_24.5_norm,tau_104_norm
54100.7744140625,9248290.05867429,990525.4179111177,1608208.1317399486,0.7806424942189837,0.08360964328753744,0.1357478624934789
57896.19140625,1517717.0364048244,3878965.738308332,1954648.1253339977,0.20645473004011955,0.5276548955623057,0.2658903743975747
61820.2666015625,80615845.36496371,969399.1196885445,2150579.181350146,0.962740220798647,0.011576874475555323,0.02568290472579782
65873.0,9397445.31716036,4041961.8474787707,2110078.901465234,0.60435729368866,0.25994182896434526,0.13570087734699487
70054.39160156249,18666487.123049714,2159161.873005745,1887483.564863409,0.8218367533841644,0.09506226704813435,0.08310097956770125
74364.44140625,3676897.8624731908,1920782.4261941449,1648584.2648112546,0.5074197657754691,0.2650720812107346,0.22750815301379615
78803.14941406249,14045082.74076527,1052019.739869466,1571510.6178669776,0.8426065598719629,0.06311381358800802,0.09427962654002903
83370.51562500001,53669381.62419357,1536483.4583355738,1740676.963155172,0.94245198560324,0.02698115466085646,0.03056685973590365
88066.5400390625,26711780.55056587,2607971.302442513,2097806.142673483,0.8502182300176616,0.08300999405494727,0.06677177592739106
92891.22265625001,2306316.8857760336,4523361.84248659,2482486.7216631086,0.24766708647712304,0.48574758114104016,0.26658533238183685
97844.5634765625,14576281.132638006,2474582.4052864225,2732816.3883709055,0.7367831054152897,0.12508200772078554,0.13813488686392478
102926.56250000001,110297348.5669138,2931958.122046818,2780239.7898849435,0.9507609667884239,0.02527342111954091,0.023965612092035227
108137.2197265625,8457387.014480013,2619480.195747084,2682560.0505348835,0.6146612685397236,0.1903771244328683,0.19496160702740808
113476.53515624999,5086868.965568026,5628179.924986419,2577589.7927834787,0.38268315920933904,0.4234057705970176,0.19391107019364334
118944.50878906251,4535909.394463671,3286293.458591868,2583846.843211994,0.4358915752718942,0.3158060507601269,0.24830237396797886
124541.140625,4248115.143485862,4242766.808594934,2754708.1183255133,0.3777583138714192,0.3772827198956969,0.2449589662328839
130266.43066406251,13783567.7245824,3863173.132473824,3038976.8212095825,0.6663325845863497,0.18675557660408398,0.14691183880956632
136120.37890625,129380139.25224145,5124745.223763201,3342825.986492378,0.9385730007277903,0.03717686138252869,0.02425013788968102
142102.98535156253,73216711.45561716,3852014.2427602517,3589823.4514001436,0.9077365292011216,0.047757048488528075,0.04450642231035026
148214.25,16762059.780982748,4994203.759248902,3762319.1246344815,0.6568570049958408,0.19570850876937218,0.14743448623478708
154454.17285156247,20603237.04052361,3279535.562400403,3895198.038980592,0.7417113836761886,0.11806246052593353,0.14022615579787784
160822.75390625,332521446.6788539,4597654.168253792,4055197.916089021,0.9746380307200438,0.01347596869084487,0.011886000589111389
167319.9931640625,5352203.850427384,2908711.6056980244,4180979.7818984888,0.43017592963412987,0.23378364389443332,0.3360404264714368
173945.89062500003,44524135.12699338,3810797.4197417507,4313509.067540127,0.8456876169896161,0.07238196047019328,0.08193042254019062
180700.4462890625,52606591.2818515,3380769.337265839,4326590.936026995,0.8722126460866009,0.05605285759091478,0.07173449632248426
187583.66015625003,128275578.83095665,4879458.647597864,4227324.115964406,0.9337121399147239,0.035517358931414215,0.030770501153861818
194595.5322265625,21300671.176141776,4659026.595988523,4179176.960638197,0.7067507119959796,0.1545852868528962,0.13866400115112412
201736.06249999997,963635587.438352,5162576.835394596,4583348.4351744205,0.9899875586876042,0.005303754764179918,0.004708686548215777
209005.2509765625,438187303.27437294,6368332.810456713,5943928.439736734,0.9726697599293195,0.014136157528093324,0.013194082542587238
216403.09765625,155186871.2045878,12203831.21255355,8233768.168154058,0.8836289765737303,0.06948821637373434,0.04688280705253525
223929.60253906253,130992006.12443322,8563704.923886707,10190919.186056908,0.8747576217201701,0.0571879641664268,0.06805441411340295
231584.765625,184436702.1577963,40415531.101210415,11016281.9896131,0.7819471028737717,0.17134771488517653,0.046705182241051836
239368.58691406253,103709646.81074198,5839416.797575193,9868711.550617347,0.8684607184542971,0.0488990587021358,0.08264022284356716
247281.06640625,1350367471.0596778,865206492.8248605,7138715.900012461,0.6075312762379032,0.3892570104511779,0.0032117133109189904
255322.20410156253,5148554675.542145,152170413.7606682,4580832.968551513,0.9704538722128753,0.028682684088370037,0.0008634436987547587
